Cod;Modalidade;Quitação;Verba;Consignatário;Matrícula;Período;Prazo;Valor;Renegociado;Controlado em Folha
133822;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2711;Junho de 2022;0;33,75;Não;Sim
134304;Empréstimo Consignado (144);10/06/2022;427;Caixa Econômica Federal;2711;Junho de 2022;120;304,76;Não;Não
134787;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2711;Julho de 2022;0;33,75;Não;Sim
135415;Empréstimo Consignado (120);29/05/2023;424;Banco Bradesco;2711;Junho de 2023;120;199,94;Não;Não
135212;Empréstimo Consignado (144);22/07/2024;427;Caixa Econômica Federal;2711;Agosto de 2024;120;304,75;Sim;Não
134303;Empréstimo Consignado (144);22/07/2024;427;Caixa Econômica Federal;2711;Agosto de 2024;120;1000;Sim;Não
135585;Empréstimo Consignado (144);28/10/2024;427;Caixa Econômica Federal;2711;Novembro de 2024;144;200,12;Sim;Não
135869;Empréstimo Consignado (120);14/04/2025;424;Banco Bradesco;2711;Maio de 2025;120;50,49;Não;Não
135916;Empréstimo Consignado (120);14/04/2025;424;Banco Bradesco;2711;Maio de 2025;120;79,55;Não;Não
131922;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;2651;Fevereiro de 2022;0;1305;Não;Não
132260;Empréstimo Consignado (Especial);29/03/2022;404;Banco do Brasil;2651;Abril de 2022;41;1305;Não;Não
131666;Plano Odontológico;09/05/2022;405;PREVDENTE;2651;Maio de 2022;0;18;Não;Sim
132106;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2651;Maio de 2022;0;39,58;Não;Sim
133819;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2651;Junho de 2022;0;52,73;Não;Sim
134784;Plano Odontológico;07/07/2022;405;PREVDENTE;2651;Julho de 2022;0;18;Não;Sim
134783;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;2651;Julho de 2022;0;52,73;Não;Sim
135184;Empréstimo Consignado (Especial);19/08/2022;404;Banco do Brasil;2651;Setembro de 2022;24;604,19;Não;Não
135330;Empréstimo Consignado (120);03/08/2023;424;Banco Bradesco;2651;Agosto de 2023;21;575,55;Sim;Não
135666;Empréstimo Consignado (120);05/03/2025;424;Banco Bradesco;2651;Março de 2025;18;608,22;Não;Não
131419;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6421;Fevereiro de 2022;0;71,44;Não;Não
131418;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6421;Fevereiro de 2022;0;203,41;Não;Não
131295;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;6421;Maio de 2022;0;20,15;Não;Sim
134076;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;6421;Junho de 2022;0;20,15;Não;Sim
134942;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;6421;Julho de 2022;0;20,15;Não;Sim
133135;Empréstimo Consignado (120);02/08/2022;424;Banco Bradesco;6421;Agosto de 2022;18;71,44;Não;Não
132866;Empréstimo Consignado (120);07/11/2022;424;Banco Bradesco;6421;Novembro de 2022;48;203,41;Não;Não
135479;Empréstimo Consignado (120);11/07/2024;424;Banco Bradesco;6421;Julho de 2024;36;189,94;Sim;Não
131548;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3621;Fevereiro de 2022;0;267,47;Não;Não
131547;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;3621;Fevereiro de 2022;0;129,53;Não;Não
131264;Plano Odontológico;09/05/2022;999;Dental Med Center;3621;Maio de 2022;0;38,09;Não;Sim
134106;Plano Odontológico;03/06/2022;999;Dental Med Center;3621;Junho de 2022;0;38,09;Não;Sim
132867;Empréstimo Consignado (120);07/06/2022;424;Banco Bradesco;3621;Junho de 2022;96;267,47;Sim;Não
133136;Empréstimo Consignado (120);07/06/2022;424;Banco Bradesco;3621;Junho de 2022;96;129,53;Sim;Não
134798;Plano Odontológico;07/07/2022;999;Dental Med Center;3621;Julho de 2022;0;38,09;Não;Sim
135475;Empréstimo Consignado (120);11/04/2024;424;Banco Bradesco;3621;Abril de 2024;120;37,37;Sim;Não
135175;Empréstimo Consignado (120);11/04/2024;424;Banco Bradesco;3621;Abril de 2024;120;120,6;Sim;Não
135176;Empréstimo Consignado (120);11/04/2024;424;Banco Bradesco;3621;Abril de 2024;120;293,7;Sim;Não
131713;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;6991;Fevereiro de 2022;0;1301,26;Não;Não
131775;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;48392;Fevereiro de 2022;0;261,86;Não;Não
131774;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;48392;Fevereiro de 2022;0;92,36;Não;Não
132868;Empréstimo Consignado (120);03/07/2024;424;Banco Bradesco;48392;Julho de 2024;40;92,36;Não;Não
133137;Empréstimo Consignado (120);02/10/2024;424;Banco Bradesco;48392;Outubro de 2024;40;261,86;Não;Não
135143;Plano Odontológico;07/07/2022;999;Dental Med Center;160203;Julho de 2022;0;84;Não;Sim
131446;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5871;Fevereiro de 2022;0;239,49;Não;Não
131447;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5871;Fevereiro de 2022;0;1690,15;Não;Não
132869;Empréstimo Consignado (120);17/05/2022;424;Banco Bradesco;5871;Junho de 2022;96;1690,15;Sim;Não
133138;Empréstimo Consignado (120);17/05/2022;424;Banco Bradesco;5871;Junho de 2022;96;239,49;Sim;Não
135531;Empréstimo Consignado (120);26/07/2023;424;Banco Bradesco;5871;Agosto de 2023;96;298,04;Sim;Não
135336;Empréstimo Consignado (120);26/07/2023;424;Banco Bradesco;5871;Agosto de 2023;72;176,05;Sim;Não
135939;Empréstimo Consignado (120);22/10/2024;424;Banco Bradesco;5871;Novembro de 2024;14;170,33;Sim;Não
135364;Empréstimo Consignado (144);26/06/2024;427;Caixa Econômica Federal;198281;Julho de 2024;60;590,85;Sim;Não
135992;Empréstimo Consignado (144);22/04/2025;427;Caixa Econômica Federal;198281;Maio de 2025;40;581,23;Não;Não
131985;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7621;Maio de 2022;0;39,58;Não;Sim
133938;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7621;Junho de 2022;0;52,73;Não;Sim
135008;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7621;Julho de 2022;0;52,73;Não;Sim
131676;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;9641;Fevereiro de 2022;0;258,53;Não;Não
131862;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9641;Fevereiro de 2022;0;107,63;Não;Não
131860;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9641;Fevereiro de 2022;0;25,9;Não;Não
131861;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9641;Fevereiro de 2022;0;51,57;Não;Não
132870;Empréstimo Consignado (120);12/05/2022;424;Banco Bradesco;9641;Junho de 2022;36;51,57;Sim;Não
132871;Empréstimo Consignado (120);26/08/2022;424;Banco Bradesco;9641;Setembro de 2022;72;25,9;Sim;Não
133139;Empréstimo Consignado (120);26/08/2022;424;Banco Bradesco;9641;Setembro de 2022;48;107,63;Sim;Não
132315;Empréstimo Consignado (Especial);02/10/2023;404;Banco do Brasil;9641;Outubro de 2023;72;258,53;Não;Não
135335;Empréstimo Consignado (120);30/04/2024;424;Banco Bradesco;9641;Maio de 2024;120;184,83;Sim;Não
131324;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9141;Fevereiro de 2022;0;1419,94;Não;Não
131642;Plano Odontológico;09/05/2022;405;PREVDENTE;9141;Maio de 2022;0;90;Não;Sim
135056;Plano Odontológico;07/07/2022;405;PREVDENTE;9141;Julho de 2022;0;90;Não;Sim
132872;Empréstimo Consignado (120);28/02/2023;424;Banco Bradesco;9141;Março de 2023;27;1419,94;Não;Não
135298;Empréstimo Consignado (120);01/08/2024;424;Banco Bradesco;9142;Agosto de 2024;24;793,02;Não;Não
135606;Empréstimo Consignado (120);10/02/2025;424;Banco Bradesco;224891;Fevereiro de 2025;120;1113,84;Sim;Não
131844;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;11821;Fevereiro de 2022;0;1308,21;Não;Não
131948;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11821;Maio de 2022;0;35,18;Não;Sim
132873;Empréstimo Consignado (120);26/05/2022;424;Banco Bradesco;11821;Junho de 2022;96;1308,21;Sim;Não
133977;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11821;Junho de 2022;0;50,7;Não;Sim
135086;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11821;Julho de 2022;0;50,7;Não;Sim
131190;Plano Odontológico;09/05/2022;999;Dental Med Center;41622;Maio de 2022;0;31,75;Não;Sim
134178;Plano Odontológico;03/06/2022;999;Dental Med Center;41622;Junho de 2022;0;31,75;Não;Sim
135118;Plano Odontológico;07/07/2022;999;Dental Med Center;41622;Julho de 2022;0;31,75;Não;Sim
131166;Plano Odontológico;09/05/2022;999;Dental Med Center;156281;Maio de 2022;0;60;Não;Sim
131390;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7001;Fevereiro de 2022;0;306,41;Não;Não
131389;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7001;Fevereiro de 2022;0;1285,32;Não;Não
132006;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7001;Maio de 2022;0;39,58;Não;Sim
133916;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7001;Junho de 2022;0;52,73;Não;Sim
133140;Empréstimo Consignado (120);06/06/2022;424;Banco Bradesco;7001;Junho de 2022;96;306,41;Sim;Não
134975;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7001;Julho de 2022;0;52,73;Não;Sim
132874;Empréstimo Consignado (120);28/03/2024;424;Banco Bradesco;7001;Abril de 2024;96;1285,32;Sim;Não
135616;Empréstimo Consignado (120);28/03/2024;424;Banco Bradesco;7001;Abril de 2024;60;131,06;Sim;Não
135171;Empréstimo Consignado (120);28/03/2024;424;Banco Bradesco;7001;Abril de 2024;120;513,93;Sim;Não
131696;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8051;Fevereiro de 2022;0;87,52;Não;Não
131343;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8051;Fevereiro de 2022;0;325,12;Não;Não
131276;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;8051;Maio de 2022;0;20,15;Não;Sim
134095;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;8051;Junho de 2022;0;20,15;Não;Sim
132875;Empréstimo Consignado (120);14/06/2022;424;Banco Bradesco;8051;Julho de 2022;67;325,12;Sim;Não
135027;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;8051;Julho de 2022;0;20,15;Não;Sim
135231;Empréstimo Consignado (120);21/09/2022;424;Banco Bradesco;8051;Outubro de 2022;49;419,91;Sim;Não
135363;Empréstimo Consignado (120);20/04/2023;424;Banco Bradesco;8051;Maio de 2023;120;440,05;Sim;Não
135327;Empréstimo Consignado (120);13/06/2023;424;Banco Bradesco;210241;Julho de 2023;60;416,17;Sim;Não
131189;Plano Odontológico;09/05/2022;999;Dental Med Center;43321;Maio de 2022;0;72,22;Não;Sim
134179;Plano Odontológico;03/06/2022;999;Dental Med Center;43321;Junho de 2022;0;72,22;Não;Sim
135119;Plano Odontológico;07/07/2022;999;Dental Med Center;43321;Julho de 2022;0;72,22;Não;Sim
131726;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;177441;Fevereiro de 2022;0;544,8;Não;Não
135504;Empréstimo Consignado (120);16/10/2024;424;Banco Bradesco;177441;Novembro de 2024;96;373,59;Sim;Não
132876;Empréstimo Consignado (120);16/10/2024;424;Banco Bradesco;177441;Novembro de 2024;96;544,8;Sim;Não
131888;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5341;Fevereiro de 2022;0;357,8;Não;Não
131472;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5341;Fevereiro de 2022;0;1770,19;Não;Não
132046;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5341;Maio de 2022;0;42,8;Não;Sim
132877;Empréstimo Consignado (120);16/05/2022;424;Banco Bradesco;5341;Junho de 2022;96;1770,19;Sim;Não
132277;Empréstimo Consignado (Especial);30/05/2022;404;Banco do Brasil;5341;Junho de 2022;72;357,8;Não;Não
133877;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5341;Junho de 2022;0;57,03;Não;Sim
134880;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5341;Julho de 2022;0;57,03;Não;Sim
135579;Empréstimo Consignado (120);29/05/2024;424;Banco Bradesco;223221;Junho de 2024;12;493,24;Não;Não
135956;Empréstimo Consignado (144);11/06/2024;427;Caixa Econômica Federal;223221;Junho de 2024;60;1260;Não;Não
131792;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;31314;Fevereiro de 2022;0;2415,46;Não;Não
132878;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;31314;Janeiro de 2025;40;2415,46;Não;Não
131209;Plano Odontológico;09/05/2022;999;Dental Med Center;16581;Maio de 2022;0;30,22;Não;Sim
134158;Plano Odontológico;03/06/2022;999;Dental Med Center;16581;Junho de 2022;0;30,22;Não;Sim
135096;Plano Odontológico;07/07/2022;999;Dental Med Center;16581;Julho de 2022;0;30,22;Não;Sim
131704;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;7581;Fevereiro de 2022;0;1045,94;Não;Não
131356;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7581;Fevereiro de 2022;0;401,28;Não;Não
132879;Empréstimo Consignado (120);01/10/2022;424;Banco Bradesco;7581;Outubro de 2022;12;401,28;Não;Não
132298;Empréstimo Consignado (Especial);02/12/2024;404;Banco do Brasil;7581;Dezembro de 2024;52;1045,94;Não;Não
135508;Empréstimo Consignado (120);26/09/2024;424;Banco Bradesco;200521;Outubro de 2024;60;1098,91;Sim;Não
131587;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2421;Fevereiro de 2022;0;496,65;Não;Não
132880;Empréstimo Consignado (120);16/05/2022;424;Banco Bradesco;2421;Junho de 2022;96;496,65;Sim;Não
135687;Empréstimo Consignado (120);24/08/2023;424;Banco Bradesco;2421;Setembro de 2023;120;276,17;Não;Não
134235;Empréstimo Consignado (120);25/08/2023;424;Banco Bradesco;2421;Setembro de 2023;120;525,03;Sim;Não
131579;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2581;Fevereiro de 2022;0;389,61;Não;Não
135698;Empréstimo Consignado (120);07/06/2024;424;Banco Bradesco;181201;Junho de 2024;120;223,48;Sim;Não
135393;Empréstimo Consignado (120);07/06/2024;424;Banco Bradesco;181201;Junho de 2024;120;475,24;Sim;Não
135320;Empréstimo Consignado (120);04/09/2024;424;Banco Bradesco;9355;Setembro de 2024;24;995,4;Não;Não
131183;Plano Odontológico;09/05/2022;999;Dental Med Center;57112;Maio de 2022;0;115,58;Não;Sim
134185;Plano Odontológico;03/06/2022;999;Dental Med Center;57112;Junho de 2022;0;115,58;Não;Sim
135125;Plano Odontológico;07/07/2022;999;Dental Med Center;57112;Julho de 2022;0;115,58;Não;Sim
133380;Empréstimo Consignado (120);31/05/2022;424;Banco Bradesco;5851;Junho de 2022;0;1058,42;Sim;Não
131828;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;17592;Fevereiro de 2022;0;304,33;Não;Não
131827;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;17592;Fevereiro de 2022;0;320,25;Não;Não
133141;Empréstimo Consignado (120);27/04/2022;424;Banco Bradesco;17592;Maio de 2022;44;320,25;Não;Não
132882;Empréstimo Consignado (120);27/04/2022;424;Banco Bradesco;17592;Maio de 2022;45;304,33;Não;Não
135206;Empréstimo Consignado (144);02/01/2025;427;Caixa Econômica Federal;17592;Janeiro de 2025;33;273,62;Não;Não
135207;Empréstimo Consignado (144);02/01/2025;427;Caixa Econômica Federal;17592;Janeiro de 2025;33;283,72;Não;Não
135580;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;214071;Abril de 2025;120;249,48;Sim;Não
135735;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;214071;Abril de 2025;120;240,48;Sim;Não
135458;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;214071;Abril de 2025;120;631,52;Sim;Não
131733;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;155551;Fevereiro de 2022;0;143;Não;Não
131167;Plano Odontológico;09/05/2022;999;Dental Med Center;155551;Maio de 2022;0;120;Não;Sim
134200;Plano Odontológico;03/06/2022;999;Dental Med Center;155551;Junho de 2022;0;120;Não;Sim
135141;Plano Odontológico;07/07/2022;999;Dental Med Center;155551;Julho de 2022;0;120;Não;Sim
131900;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4881;Fevereiro de 2022;0;127,12;Não;Não
131901;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4881;Fevereiro de 2022;0;100,96;Não;Não
131494;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4881;Fevereiro de 2022;0;139,15;Não;Não
132884;Empréstimo Consignado (120);27/04/2022;424;Banco Bradesco;4881;Maio de 2022;96;139,15;Não;Não
131624;Mensalidade;09/05/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4881;Maio de 2022;0;12,12;Não;Sim
134043;Empréstimo Consignado (144);27/05/2022;427;Caixa Econômica Federal;4881;Junho de 2022;0;139,15;Sim;Não
134329;Empréstimo Consignado (144);01/06/2022;427;Caixa Econômica Federal;4881;Junho de 2022;120;139,15;Não;Não
134020;Mensalidade;03/06/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4881;Junho de 2022;0;12,12;Não;Sim
134847;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;4881;Julho de 2022;0;12,12;Não;Sim
135690;Empréstimo Consignado (120);07/03/2024;424;Banco Bradesco;4881;Março de 2024;44;97,44;Sim;Não
135581;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;4881;Abril de 2025;120;45,36;Sim;Não
135524;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;4881;Abril de 2025;120;50,45;Sim;Não
135691;Empréstimo Consignado (120);03/04/2025;424;Banco Bradesco;4881;Abril de 2025;120;129,17;Sim;Não
131674;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;11751;Fevereiro de 2022;0;1109,59;Não;Não
131953;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11751;Maio de 2022;0;38,05;Não;Sim
133971;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11751;Junho de 2022;0;50,7;Não;Sim
135080;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11751;Julho de 2022;0;50,7;Não;Sim
131580;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;2571;Fevereiro de 2022;0;574,23;Não;Não
132885;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;2571;Junho de 2022;96;574,23;Sim;Não
131218;Plano Odontológico;09/05/2022;999;Dental Med Center;9362;Maio de 2022;0;34,9;Não;Sim
134149;Plano Odontológico;03/06/2022;999;Dental Med Center;9362;Junho de 2022;0;34,9;Não;Sim
135066;Plano Odontológico;07/07/2022;999;Dental Med Center;9362;Julho de 2022;0;34,9;Não;Sim
131608;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;1871;Fevereiro de 2022;0;421,05;Não;Não
132886;Empréstimo Consignado (120);28/04/2022;424;Banco Bradesco;1871;Maio de 2022;96;421,05;Não;Não
134038;Empréstimo Consignado (144);27/05/2022;427;Caixa Econômica Federal;1871;Junho de 2022;0;419,26;Não;Não
134325;Empréstimo Consignado (144);01/06/2022;427;Caixa Econômica Federal;1871;Junho de 2022;144;406,99;Não;Não
135576;Empréstimo Consignado (144);31/07/2024;427;Caixa Econômica Federal;1871;Agosto de 2024;144;105,74;Sim;Não
135423;Empréstimo Consignado (144);31/07/2024;427;Caixa Econômica Federal;1871;Agosto de 2024;144;48,6;Sim;Não
135474;Empréstimo Consignado (144);31/07/2024;427;Caixa Econômica Federal;1871;Agosto de 2024;144;33,55;Sim;Não
135539;Empréstimo Consignado (120);21/03/2024;424;Banco Bradesco;212101;Abril de 2024;36;638,47;Sim;Não
135640;Empréstimo Consignado (120);21/03/2024;424;Banco Bradesco;212101;Abril de 2024;36;265,3;Sim;Não
131328;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8921;Fevereiro de 2022;0;169;Não;Não
131327;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8921;Fevereiro de 2022;0;1003,05;Não;Não
